si_id,si_img,si_name,si_status
449,MESATI_EX1504000693.jpg,พวงหรีด ptt ดร.คงกระพัน อินทรแจ้ง,0
450,MESATI_EX1504163082.jpg,พวงหรีด สมาชิกสภานิติบัญญัติแห่งชาติ (สนช.),0
451,MESATI_EX1507018966.jpg,บริษัท แพลนเน็ต คอมมิวนิเคชั่น เอเชีย จำกัด (มฟาชน),0
452,MESATI_EX1510389700.jpg,พวงหรีด แอ๊ดคาราบาว,0
453,MESATI_EX1513594705.jpg,พวงหรีด คุณสมพร ว่องวุฒิพรชัย บมจ. ปตท. สผ.,0
454,MESATI_EX1513679686.jpg,พวงหรีด ปศส.1 สถาบันพระปกเกล้า,0
455,MESATI_EX1517385639.jpg,พวงหรีด มาตุภูมิรายวัน,0
456,MESATI_EX1523959947.jpg,พวงหรีด ดร.ยุพา อุดมศักดิ์,1
457,MESATI_EX1523960628.jpg,พวงหรีด หจก.นิวเจริญฟาร์มาซูติคอล,0
458,MESATI_EX1529060325.jpg,พวงหรีด kfc,0
459,MESATI_EX1535798195.jpg,พวงหรีด สำนักกฎหมายฉัตรรพี,0
460,MESATI_EX1535969176.jpg,พวงหรีด พลตรีสันติพงศ์ ธรรมปิยะ,0
461,MESATI_EX1551434521.jpg,พวงหรีดดุสิตธานี,0
462,MESATI_EX1551434565.jpg,พวงหรีด บริษัท ควอลลีเทค จำกัด (มหาชน),0
463,MESATI_EX1551434590.jpg,พวงหรีด โรงพยาบาลเจริญกรุงประชารักษ์,0
464,MESATI_EX1551434615.jpg,พวงหรีด royal jordanian airlines,0
472,MESATI_EX1578028304.jpg,พวงหรีด องค์การแรงงานระหว่างประเทศ,0
475,MESATI_EX1647244282.jpg,พวงหรีด​ โรตารี สากล,0
476,MESATI_EX1713341564.jpg,ขอบคุณ scb,1

